Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
36803,Magrunner: Dark Pulse,Misc,,PS3,Focus Home Interactive,Unknown,,,,,,,,,2020.0
36804,Magrunner: Dark Pulse,Misc,,PC,Focus Home Interactive,Unknown,,,,,,,,,2013.0
36805,MagusTale Eternity: Seikaiju to Koisuru Mahou Tsukai,Role-Playing,,PSP,GN Software,Whirlpool,,,,,,,,,2009.0
36806,Maharaja,Role-Playing,,NES,Sunsoft,Quest Corporation,,,,,,,,,1989.0
36807,Mahjong,Misc,E,WW,Cosmigo,Appendix Games,,,,,,,,,2009.0
36808,Mahjong,Misc,E,DSiW,DTP Entertainment,Appendix Games,,,,,,,,,2011.0
36809,Mahjong * Dream C Club,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
36810,Mahjong * Dream C Club,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
36811,Mahjong 63 Motel,Misc,,XBL,Microsoft,zio3,,,,,,,,,2009.0
36812,Mahjong Cop Ryuu: Shiro Ookami no Yabou,Misc,,GEN,Sega,Sega,,,,,,,,,1989.0
36813,Mahjong Doukyuusei Special,Misc,,SAT,Unknown,Make Software,,,,,,,,,1996.0
36814,Mahjong Fairyland,Action,,GIZ,Unknown,"Joymaster Holding Co., Ltd.",,,,,,,,,1996.0
36815,Mahjong Fight Club: Shinsei Zenkoku Taisen Han,Misc,,PSV,Konami,Konami,,,,,,,,,2011.0
36816,Mahjong Fight Club: Zenkoku Taisen Ban,Misc,,PSP,Konami,Konami,,,,,,,,,2006.0
36817,Mahjong Gakuen Toumasou Shirou Toujou,Misc,,PCE,FACE,Sankindo,,,,,,,,,1989.0
36818,Mahjong Gakuen Toumasou Shirou Toujou Mild,Misc,,PCE,FACE,Sankindo,,,,,,,,,1990.0
36819,Mahjong Gakuensai,Misc,,SAT,Unknown,Make Software,,,,,,,,,1997.0
36820,Mahjong Gakuensai DX,Misc,,SAT,Unknown,Make Software,,,,,,,,,1998.0
36821,Mahjong Gensoukyoku 3,Simulation,,PC,Active,Active,,,,,,,,,1996.0
36822,Mahjong Gensoukyoku I-II,Misc,,PC,Active,Active,,,,,,,,,1996.0
36823,Mahjong Goku Special,Misc,,PCE,Sunsoft,Chatnoir,,,,,,,,,1990.0
36824,Mahjong Goku Tenjiku,Misc,,PCFX,NEC Interchannel,Chat Noir,,,,,,,,,1995.0
36825,Mahjong Goku Tenjiku,Misc,,SAT,Electronic Arts Victor,Chat Noir,,,,,,,,,1994.0
36826,Mahjong Goku Tenjiku,Misc,,PS,Electronic Arts Victor,Chat Noir,,,,,,,,,1994.0
36827,Mahjong Goku Tenjiku,Misc,,3DO,ASCII Entertainment,Chat Noir,,,,,,,,,1994.0
36828,Mahjong Goku Tenjiku,Misc,,SNES,Chat Noir,Chat Noir,,,,,,,,,1994.0
36829,Mahjong Goku Tenjiku 99,Misc,,PS,Chat Noir,Chat Noir,,,,,,,,,1999.0
36830,Mahjong Haoh Battle Royale,Misc,,PS2,NCS,NCS,,,,,,,,,2005.0
36831,Mahjong Haoh Battle Royale II,Misc,,PSP,NCS,NCS,,,,,,,,,2010.0
36832,Mahjong Haoh Battle Royale II,Misc,,PS2,NCS,NCS,,,,,,,,,2006.0
36833,Mahjong Haoh: Dankyuu Battle 3,Misc,,PS3,NCS,Unknown,,,,,,,,,2013.0
36834,Mahjong Haouden: Kaiser's Quest,Misc,,PCE,UPL,UPL,,,,,,,,,1992.0
36835,Mahjong Keiji,Misc,,GBA,Hudson Entertainment,Hudson,,,,,,,,,2001.0
36836,Mahjong Kuru Jidai: AV Gal Seifukuhen,Misc,,3DO,Micronet,Micronet,,,,,,,,,1994.0
36837,Mahjong Kuru Jidai: Ko Gal Hokagohen,Misc,,3DO,Micronet,Micronet,,,,,,,,,1995.0
36838,Mahjong Quest,Misc,,GB,J-Wing,J-Wing,,,,,,,,,1998.0
36839,Mahjong Quest Collection,Misc,,PC,iWin,iWin,,,,,,,,,2009.0
36840,Mahjong Sengoku Jidai,Misc,,MS,Sega,Sega,,,,,,,,,1987.0
36841,Mahjong Shikaku Retsuden: Mahjong Wars,Misc,,PCE,Nihon Bussan,Nichibutsu,,,,,,,,,1990.0
36842,Mahjong Solitaire,Puzzle,E,PSN,Agetec,Agetec,,,,,,,,,2010.0
36843,Mahjong Taikai,Misc,,NES,KOEI,Koei,,,,,,,,,1989.0
36844,Mahjong Taikai,Misc,,PSP,KOEI,Koei,,,,,,,,,2004.0
36845,Mahjong Taikai II Special,Misc,,DC,KOEI,Koei,,,,,,,,,1999.0
36846,Mahjong Taikai Wii,Puzzle,,Wii,KOEI,Koei,,,,,,,,,2007.0
36847,Mahjong Tales: Ancient Wisdom,Puzzle,E,PSN,Sony Computer Entertainment,Creat Studios,,,,,,,,,2009.0
36848,Mahjong Tenshi: Angel Lips,Misc,,SAT,Syscom,Syscom,,,,,,,,,1996.0
36849,Mahjong Toryuumon,Misc,,WS,Sammy Corporation,Sammy Studios,,,,,,,,,1999.0
36850,Mahjong Uranai Fortuna: Tsuki no Megami-tachi,Misc,,PS,Affect,Affect,,,,,,,,,2001.0
36851,Mahjong Uranai Fortuna: Tsuki no Megami-tachi,Misc,,PSN,Affect,Affect,,,,,,,,,2010.0
36852,Mahjong Wisdom: Ancient Tales,Misc,,XBL,Unknown,TikGames,,,,,,,,,2010.0
36853,Mahjong World,Misc,,And,PICK Technology Limited,Unknown,,,,,,,,,2013.0
36854,Mahjong Youchien: Tamago Gumi,Misc,,PS,Affect,Affect,,,,,,,,,1998.0
36855,Mahjong Youchien: Tamago Gumi,Misc,,PSN,Affect,Affect,,,,,,,,,2010.0
36856,Mahjong Youchien: Tamago Gumi 2,Misc,,PS,Affect,Affect,,,,,,,,,2000.0
36857,Mahjong Youchien: Tamago Gumi 2,Misc,,PSN,Affect,Affect,,,,,,,,,2010.0
36858,Mahjong Zen,Puzzle,,PC,Social Point,Social Point,,,,,,,,,2011.0
36859,Mahjong Zen,Puzzle,,PC,Social Point,Social Point,,,,,,,,,2011.0
36860,Mahjong Zen,Puzzle,,BRW,Social Point,Social Point,,,,,,,,,2011.0
36861,Mahjongg Artifacts,Puzzle,E,PSN,G5 Entertainment AB,G5 Entertainment,,,,,,,,,2010.0
36862,Mahjongg Artifacts: Chapter 2,Puzzle,E,PSN,G5 Entertainment AB,G5 Software,,,,,,,,,2009.0
36863,MahoCole: Mahou * Idol Collection,Simulation,,3DS,5pb,Alchemist,,,,,,,,,2014.0
36864,Mahou Gakuen Lunar,Role-Playing,,SAT,ESP,Game Arts,,,,,,,,,1997.0
36865,Mahou Gousei Ya San no Mike,Puzzle,,XBL,Microsoft,nakfiv,,,,,,,,,2010.0
36866,Mahou Kishi Rayearth,Role-Playing,,SNES,Tomy Corporation,Pandora Box,,,,,,,,,1995.0
36867,Mahou Kishi Rayearth,Role-Playing,,GB,Tomy Corporation,Pandora Box,,,,,,,,,1995.0
36868,Mahou Kishi Rayearth,Role-Playing,,GG,Sega,Sega,,,,,,,,,1994.0
36869,Mahou Kishi Rayearth 2: Making of Magic Knight,Strategy,,GG,Sega,Sega,,,,,,,,,1995.0
36870,Mahou Kishi Rayearth 2nd: The Missing Colors,Role-Playing,,GB,Tomy Corporation,Pandora Box,,,,,,,,,1995.0
36871,Mahou no Shoujo: Silky Lip,Action,,SCD,Riot,Riot,,,,,,,,,1992.0
36872,Mahou Sensei Negima! 1-Jikanme ~Okochama Sensei wa Mahoutsukai!~,Adventure,,PS2,Konami,Konami,,,,,,,,,2005.0
36873,Mahou Sensei Negima! 2-Jikanme ~Tatakau Otometachi! Mahora Daiundokai SP~,Adventure,,PS2,Konami,Konami,,,,,,,,,2005.0
36874,Mahou Sensei Negima! Private Lesson: Dame Desu Toshokan,Role-Playing,,GBA,Marvelous Interactive,Marvelous Interactive,,,,,,,,,2005.0
36875,Mahou Senshi Fairy Maids,Misc,,PC,Triangle,Triangle,,,,,,,,,2011.0
36876,Mahou Shoujo Fancy Coco,Misc,,PS,Pow,Planning Office Wada,,,,,,,,,1996.0
36877,Mahou Shoujo Mana,Adventure,,PC,Touchable,Touchable,,,,,,,,,2006.0
36878,Mahou Shoujo Taisen Zanbatsu,Misc,,PSV,Unknown,Unknown,,,,,,,,,2014.0
36879,Mahou Tsukai to Goshujin-sama: New Ground,Adventure,,3DS,Quinrose,QuinRose,,,,,,,,,2011.0
36880,Mahou Tsukai to Goshujin-sama: New Ground,Adventure,,PSP,Quinrose,QuinRose,,,,,,,,,2011.0
36881,Mahoujin GuruGuru,Role-Playing,,GB,Takuyo,TamTam,,,,,,,,,1995.0
36882,Mahoujin GuruGuru,Role-Playing,,SNES,Enix,Enix Corporation,,,,,,,,,1995.0
36883,Mahoujin GuruGuru 2,Role-Playing,,SNES,Enix,Enix Corporation,,,,,,,,,1996.0
36884,Mahoutsukai no Yoru: Witch on the Holy Night,Misc,,PC,Type-Moon,Unknown,,,,,,,,,2012.0
36885,Mai-Hime Bakuretsu! Fuuka Gakuen Gekitoushi?!,Action,,PSP,Sunrise Interactive,Sunrise Interactive,,,,,,,,,2006.0
36886,Mai-Hime Senretsu! Shin Fuuka Gakuen Gekitoushi!!,Action,,PSP,Sunrise Interactive,Sunrise Interactive,,,,,,,,,2006.0
36887,Maiden * Breeder,Adventure,,PC,Teatime,Teatime,,,,,,,,,2004.0
36888,Maiden * Breeder 2,Adventure,,PC,Teatime,Teatime,,,,,,,,,2004.0
36889,Maiden Dream Fan Disc,Misc,,PC,Rune,Rune,,,,,,,,,2001.0
36890,Maids with Balloons,Misc,,XBL,Microsoft,Jason Keiderling,,,,,,,,,2010.0
36891,Maid_san's Caving Adventure,Action,,XBL,Microsoft,kohei,,,,,,,,,2011.0
36892,Mail de Cute,Adventure,,GBA,Konami,Konami,,,,,,,,,2002.0
36893,Mainichi Issho,Misc,,PS3,Sony Computer Entertainment,BeXide / Game Arts,,,,,,,,,2006.0
36894,Mainichi Kawaru Quiz Bangumi Days 365,Misc,,SAT,Oz Club,Oz Club,,,,,,,,,1996.0
36895,Mainichi Shinbunsha Kyouruoku: Saikyou no Kanji Drill 5-Man Mon,Misc,,DS,NCS,NCS,,,,,,,,,2009.0
36896,Mainichi Suteki! Hello Kitty no Life Kit,Misc,,DS,Dorart,Dorart,,,,,,,,,2007.0
36897,Maisodateru Ki Calendar,Misc,,DSiW,IE Institute,IE Institute,,,,,,,,,2009.0
36898,Maison Ikkoku,Adventure,,PCE,Micro Cabin,Micro Cabin,,,,,,,,,1989.0
36899,Maison Ikkoku: Omoi no Photograph,Adventure,,NES,Bothtec,Bothtec,,,,,,,,,1988.0
36900,Maisy's Playhouse,Misc,,PC,TDK Mediactive,TDK Mediactive,,,,,,,,,2009.0
36901,Majestic Nights,Role-Playing,,PC,Epiphany Games,Epiphany Games,,,,,,,,,2014.0
36902,Majestic Nights,Role-Playing,,And,Epiphany Games,Epiphany Games,,,,,,,,,2014.0
36903,Majestic Nights,Role-Playing,,OSX,Epiphany Games,Epiphany Games,,,,,,,,,2014.0
36904,Majesty 2: Battles of Ardania,Strategy,T,PC,Paradox Interactive,1C:Ino-Co,4.5,,,,,,,,2010.0
36905,Majesty 2: Kingmaker,Strategy,T,PC,Paradox Interactive,1C:Ino-Co,,,,,,,,,2010.0
36906,Majesty 2: Monster Kingdom,Strategy,T,PC,Paradox Interactive,1C,,,,,,,,,2011.0
36907,Majesty 2: The Fantasy Kingdom Sim,Simulation,E10,Linux,Paradox Interactive,Paradox Interactive,,,,,,,,,2009.0
36908,Majesty: The Fantasy Kingdom Sim,Strategy,T,PC,Microprose,Cyberlore Studios,,,,,,,,,2000.0
36909,Majesty: The Fantasy Kingdom Sim - Gold Edition,Strategy,E,PC,Infogrames,Cyberlore Studios,,,,,,,,,2002.0
36910,Majin Eiyuuden Wataru Gaiden,Role-Playing,,NES,Hudson Soft,Hudson Soft,,,,,,,,,1990.0
36911,Majin Tensei II: Spiral Nemesis,Role-Playing,,SNES,Atlus,Atlus Co.,,,,,,,,,1995.0
36912,Majo no Ochakai,Adventure,,DC,NEC Interchannel,S-Neo,,,,,,,,,2003.0
36913,Major League Baseball,Sports,,NES,LJN,Atlus Co.,,,,,,,,,1988.0
36914,Major League Baseball 2K10,Sports,E,PC,2K Sports,Visual Concepts,7.3,,,,,,,,2010.0
36915,Major League Baseball 2K10,Sports,E,PSN,2K Games,Visual Concepts,,,,,,,,,2010.0
36916,Major League Baseball 2K11,Sports,E,PSN,2K Sports,Visual Concepts,,,,,,,,,2011.0
36917,Major League Baseball 2K12,Sports,E,PS2,Take-Two Interactive,"Visual Concepts, Ltd.",,,,,,,,,2012.0
36918,Major League Baseball 2K5: World Series Edition,Sports,E,XB,2K Sports,Kush Games,,,,,,,,,2005.0
36919,Major League Baseball 2K5: World Series Edition,Sports,E,PS2,2K Sports,Kush Games,,,,,,,,,2005.0
36920,Major League Baseball 2K7,Sports,E,DS,2K Sports,Skyworks Technologies,,,,,,,,,2007.0
36921,Major League Baseball 2K7,Sports,E,GBA,2K Sports,Skyworks Technologies,,,,,,,,,2007.0
36922,Major League Baseball 2K7,Sports,E,XB,2K Sports,Kush Games,,,,,,,,,2007.0
36923,Major League Baseball 2K9,Sports,E,PC,2K Sports,Visual Concepts,,,,,,,,,2009.0
36924,Major League Baseball 2K9,Sports,,PSN,2K Games,2K Sports,,,,,,,,,2009.0
36925,Major League Eating: The Game,Action,E10,WW,Mastiff,Sensory Sweep,,,,,,,,,2008.0
36926,Major League Wizardry,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
36927,Major League Wizardry,Misc,,OSX,Unknown,Unknown,,,,,,,,,2014.0
36928,Major League Wizardry,Misc,,And,Unknown,Unknown,,,,,,,,,2014.0
36929,Makai Hakkenden Shada,Role-Playing,,PCE,Data East,Data East,,,,,,,,,1989.0
36930,Makai Hakkenden Shada,Role-Playing,,VC,G-mode,Data East,,,,,,,,,2007.0
36931,Makai Ichiban Kan,Misc,,PSV,Compile Heart,Unknown,,,,,,,,,2015.0
36932,Makai Kingdom: Chronicles of the Sacred Tome,Misc,,PSP,Nippon Ichi Software,Unknown,,,,,,,,,2011.0
36933,Makai Prince Dorabocchan,Platform,,PCE,Naxat Soft,Naxat Soft,,,,,,,,,1990.0
36934,Makai Toushi SaGa,Role-Playing,,WS,Square,Aspect,,,,,,,,,2002.0
36935,Makaimura for WonderSwan,Platform,,WS,Bandai,Capcom,,,,,,,,,1999.0
36936,Makaimura Gaiden: The Demon Darkness,Adventure,,GB,Capcom,Capcom,,,,,,,,,1993.0
36937,Make 10,Misc,,BRW,Nekki,Unknown,,,,,,,,,2011.0
36938,Make It Indie!,Adventure,,Linux,Sometimes You,Sometimes You,,,,,,,,,2015.0
36939,Make It Indie!,Adventure,,OSX,Sometimes You,Sometimes You,,,,,,,,,2015.0
36940,Make It Indie!,Adventure,,PC,Sometimes You,Sometimes You,,,,,,,,,2015.0
36941,Make It Rain: The Love of Money,Misc,,And,"Space Inch, LLC",Unknown,,,,,,,,,2014.0
36942,Make Up & Style,Simulation,E,DSiW,Unknown,Cypronia,4.0,,,,,,,,2011.0
36943,Maken X,Adventure,M,DC,Atlus,Atlus Co.,7.9,,,,,,,,1999.0
36944,Makeruna! Makendou Z,Role-Playing,,PCFX,NEC,Fill In Cafe,,,,,,,,,1998.0
36945,Makichan to Nau.,Misc,,PC,Waffle,Waffle,,,,,,,,,2011.0
36946,MAKIVA,Strategy,,XBL,Unknown,yuwaka,,,,,,,,,2011.0
36947,Maladras,Puzzle,,XBL,Microsoft,Vincentvsoolen,,,,,,,,,2009.0
36948,Malagai,Action,,2600,Answer Software,Answer Software,,,,,,,,,1983.0
36949,Maleficent Free Fall,Misc,,PC,Disney Interactive Studios,Unknown,,,,,,,,,2014.0
36950,Maleficent Free Fall,Misc,,WinP,Disney Interactive Studios,Unknown,,,,,,,,,2014.0
36951,Maleficent Free Fall,Misc,,And,Disney Interactive Studios,Unknown,,,,,,,,,2014.0
36952,Malibu Beach Volleyball,Sports,,GB,Activision,Tokyo Shoseki,,,,,,,,,1990.0
36953,Malibu Beach Volleyball,Sports,,Lynx,Atari,Atari,,,,,,,,,1990.0
36954,Malicious,Action,,PSN,Sony Computer Entertainment,Alvion Inc.,,,,,,,,,2012.0
36955,Malicious,Action,,PSV,Unknown,Alvion,,,,,,,,,2012.0
36956,Mall of America Tycoon,Strategy,E,PC,Activision,4HEAD Studios,,,,,,,,,2004.0
36957,Mall Tycoon 2,Strategy,E,PC,Global Star Software,Fusion Digital,,,,,,,,,2003.0
36958,Mame Goma 3: Kawaii ga Ippai,Simulation,,DS,Columbia Music Entertainment,Columbia Music Entertainment,,,,,,,,,2010.0
36959,Mameshiba,Action,,3DS,Nippon Ichi Software,Nippon Columbia,,,,,,,,,2011.0
36960,Mamoru-kun wa Norowarete Shimatta! Meikai Katsugeki Wide-Han,Shooter,,PS3,CyberFront,Gulti,,,,,,,,,2011.0
36961,Mamotte Knight,Role-Playing,,XBL,Unknown,Ancient Studio,,,,,,,,,2011.0
36962,Man Of Prey,Misc,,PC,Buka Entertainment,Unknown,,,,,,,,,2009.0
36963,Man of War II: Chains of Command,Strategy,,PC,GT Interactive,Strategy First,,,,,,,,,1999.0
36964,Man Overboard!,Platform,,GEN,Codemasters,Zeppelin Games,,,,,,,,,1994.0
36965,Man Vs Bee,Action,,GIZ,Unknown,tritoneTech,,,,,,,,,1994.0
36966,Man Vs Snake,Misc,,And,Quikding,Unknown,,,,,,,,,2013.0
36967,Mana Crusher,Misc,,And,Little Worlds Studio,Unknown,,,,,,,,,2014.0
36968,Mana Khemia: Student Alliance,Role-Playing,E10,PSN,NIS America,Gust,,,,,,,,,2009.0
36969,Manepa 1000-Bannin no FX Training: Leverage Kisei Taiouban,Misc,,DS,Genki,Genki,,,,,,,,,2010.0
36970,Manga Ka Debut Monogatari DS: Akogare! Manga Ka Ikusei Game,Misc,,DS,TDK Core,TDK Core,,,,,,,,,2005.0
36971,Manga Ka Debut Monogatari: Akogare! Manga Ka Ikusei Game!,Strategy,,GBA,TDK Core,TDK Core,,,,,,,,,2002.0
36972,MANGA POKER,Action,,GIZ,Unknown,BITWEEN S.R.L.,,,,,,,,,2002.0
36973,Mangia',Action,,2600,Spectravision,Spectravision,,,,,,,,,1983.0
36974,Manhunt 2,Action,M,PSN,Rockstar Games,Rockstar London,,,,,,,,,2009.0
36975,Manhunt 2,Action,AO,PC,Rockstar Games,Rockstar London,,,,,,,,,2009.0
36976,Manhunter,Misc,,PC,Kiss,Unknown,,,,,,,,,2013.0
36977,Manhunter 2: San Francisco,Adventure,,PC,Sierra Entertainment,Evryware,,,,,,,,,1989.0
36978,Manhunter: New York,Adventure,,PC,Sierra Entertainment,Evryware,,,,,,,,,1988.0
36979,Mania,Puzzle,,XBL,Microsoft,Tower17Games,,,,,,,,,2009.0
36980,Maniac Mansion,Adventure,,NES,Jaleco,Lucasfilm Games,,,,,,,,,1990.0
36981,Maniac Mansion,Adventure,,PC,LucasArts,Lucasfilm Games,,,,,,,,,1987.0
36982,Maniac Mansion: Day of the Tentacle,Adventure,E,PC,LucasArts,LucasArts,9.0,,,,,,,,1993.0
36983,Maniac Mansion: Day of the Tentacle,Adventure,,PS4,Double Fine Productions,LucasArts,,,,,,,,,2017.0
36984,Maniac Mansion: Day of the Tentacle,Adventure,,PSV,Double Fine Productions,LucasArts,,,,,,,,,2017.0
36985,Maniac Pro-Wrestling: Ashita e no Tatakai,Fighting,,PCE,Hudson Soft,Hudson Soft,,,,,,,,,1990.0
36986,Manic Marble,Misc,,PSP,Acquire,Unknown,,,,,,,,,2011.0
36987,Manic Marble 2,Misc,,Wii,D4 Enterprise,Unknown,,,,,,,,,2012.0
36988,Manic Marble 2,Misc,,NG,Trigger Apps,Unknown,,,,,,,,,1999.0
36989,Manic Marble 3,Misc,,DSi,CIRCLE Entertainment,Unknown,,,,,,,,,2013.0
36990,Manic Marble 3,Misc,,3DS,CIRCLE Entertainment,Unknown,,,,,,,,,2013.0
36991,Manic Miner,Platform,,GBA,Jester Interactive,Jester Interactive,,,,,,,,,2002.0
36992,Manic Monkey Mayhem,Action,E,WW,The Code Monkeys,The Code Monkeys,,,,,,,,,2010.0
36993,Manic Monkey Mayhem,Action,E,DSiW,Unknown,The Code Monkeys,,,,,,,,,2010.0
36994,Manic Monkey Mayhem,Action,E,PSN,The Code Monkeys,The Code Monkeys,,,,,,,,,2010.0
36995,Manic Pumpkin,Misc,,3DS,Bigben Interactive,Unknown,,,,,,,,,2013.0
36996,Mansion,Misc,,DS,Nexon,Unknown,,,,,,,,,2011.0
36997,Mansion of Hidden Souls,Adventure,,SCD,Victory Lap Games,System Sacom,,,,,,,,,1993.0
36998,Manx TT SuperBike,Racing,E,SAT,Sega,Tantalus Interactive,,,,,,,,,1997.0
36999,Manx TT SuperBike,Racing,E,PC,Sega,Psygnosis,,,,,,,,,1997.0
37000,MapleStory,Role-Playing,E10,PC,Nexon America,Wizet,,,,,,,,,2005.0
37001,MapleStory 2,Misc,,PC,Nexon,Unknown,,,,,,,,,2015.0
37002,MapleStory Cygnus Knights Edition,Role-Playing,,XBL,Unknown,Nexon,,,,,,,,,2015.0
37003,MapleStory iTCG,Strategy,,PC,Unknown,Nexon,,,,,,,,,2015.0
37004,MapleStory Thief Edition,Role-Playing,,XBL,Unknown,Nexon,,,,,,,,,2015.0
37005,Maplus Portable Navi 4,Misc,,PSV,Unknown,Edia Co.,,,,,,,,,2015.0
37006,MAPLUS: Portable Navi 2,Misc,,PSP,Edia,Edia Corporation,,,,,,,,,2007.0
37007,Mapmap! By Touchi Kentei,Puzzle,,DSiW,Spike,Spike,,,,,,,,,2009.0
37008,Mappy,Platform,,GG,Namco,Namco,,,,,,,,,1991.0
37009,Mappy,Platform,,VC,Namco Bandai,Namco,,,,,,,,,2008.0
37010,Mappy (Arcade),Platform,,VC,Namco Bandai,Namco,,,,,,,,,2009.0
37011,Mappy Kids,Platform,,NES,Namco,Namco,,,,,,,,,1989.0
37012,Mappy-Land,Platform,,NES,Taxan,Namco,,,,,,,,,1989.0
37013,Mar Heaven: Boukyaku no Clavier,Role-Playing,,DS,Konami,Alpha Unit,,,,,,,,,2006.0
37014,Mar Heaven: Knockin' on Heaven's Door,Role-Playing,,GBA,Konami,Alpha Unit,,,,,,,,,2005.0
37015,Mar Heaven: Arm Fight Dream,Fighting,,PS2,Konami,Konami,,,,,,,,,2005.0
37016,Marathon 2: Durandal,Shooter,M,OSX,Bungie Software,Bungie Software,,,,,,,,,1995.0
37017,Marathon Infinity,Shooter,,OSX,Bungie Software,Bungie Software,,,,,,,,,1996.0
37018,Marathon: Durandal,Shooter,M,XBL,Microsoft Game Studios,Freeverse,,,,,,,,,2007.0
37019,Marauder,Action,,2600,Tigervision,Tigervision,,,,,,,,,1982.0
37020,Marble Arena 2,Misc,,PC,Unknown,Brightside Games,,,,,,,,,2011.0
37021,Marble Blast Ultra,Puzzle,E,XBL,Microsoft,GarageGames.com,7.2,,,,,,,,2006.0
37022,Marble Chaos,Puzzle,,PS2,Phoenix Games,Phoenix Games,,,,,,,,,2007.0
37023,Marble Drop,Puzzle,E,PC,Maxis,Maxis,,,,,,,,,1997.0
37024,Marble Madness,Puzzle,,NES,Milton Bradley,Rare Ltd.,,,,,,,,,1989.0
37025,Marble Madness,Puzzle,,GEN,Electronic Arts,Atari,,,,,,,,,1993.0
37026,Marble Madness,Puzzle,,GG,Tengen,Tengen,,,,,,,,,1992.0
37027,Marble Madness,Puzzle,,GB,Mindscape,Tengen,,,,,,,,,1991.0
37028,Marble Madness,Puzzle,,MS,Virgin Interactive,Tengen,,,,,,,,,1992.0
37029,Marble Madness,Puzzle,,PC,Electronic Arts,Electronic Arts,,,,,,,,,1986.0
37030,Marble Madness (GBC),Puzzle,E,GB,Midway Games,Digital Eclipse,,,,,,,,,1999.0
37031,Marble Solitaire,Misc,,OSX,Unknown,Unknown,,,,,,,,,2014.0
37032,Marble Solitaire,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
37033,Marble Woka Woka,Action,,And,Two Desperados,Two Desperados,,,,,,,,,2016.0
37034,Marbles Invasion,Puzzle,,GIZ,Unknown,Nations Software,,,,,,,,,2016.0
37035,Marbles Multiball 3D - The Castle Adventure,Puzzle,,GIZ,Unknown,Mad Processor,,,,,,,,,2016.0
37036,Marby Baby Story,Puzzle,,PS,Ponos,Ponos,,,,,,,,,1999.0
37037,Marc Ecko's Getting Up: Contents Under Pressure,Action,M,XB,Atari,"The Collective, Inc.",,,,,,,,,2006.0
37038,Marcel Desailly Football Advance,Sports,,GBA,Ubisoft,Ubisoft,,,,,,,,,2001.0
37039,Marcel Desailly Pro Soccer,Sports,E,NGage,Gameloft,G Artist,,,,,,,,,2004.0
37040,March of the Penguins,Adventure,E,GBA,DSI Games,SkyRiver Studios,,,,,,,,,2006.0
37041,March of War,Strategy,,OSX,Isotx,Isotx,,,,,,,,,2014.0
37042,March of War,Strategy,,PC,Isotx,Isotx,,,,,,,,,2014.0
37043,Marchen Club,Strategy,,GB,Naxat Soft,Naxat Soft,,,,,,,,,1992.0
37044,Maribeto: Soshite Sekai wa Irooushinau,Adventure,,PC,Juno,Juno,,,,,,,,,2004.0
37045,Marie & Gully no Let's Science,Misc,,DS,Dorart,Dorart,,,,,,,,,2010.0
37046,Marie no Atelier GB,Role-Playing,,GB,Imagineer,Gust,,,,,,,,,2000.0
37047,Marie no Atelier Plus: Salburg no Renkinjutsushi,Role-Playing,,PS,Gust,Gust,,,,,,,,,1998.0
37048,Marie no Atelier Ver. 1.3: Salburg no Renkinjutsushi,Role-Playing,,SAT,Imadio,Gust,,,,,,,,,1997.0
37049,Marie to Elie no Atelier: Salburg no Renkinjutsushi 1&2,Role-Playing,,WS,Bandai,Gust,,,,,,,,,2001.0
37050,Marie to Elie no Atelier: Salburg no Renkinjutsushi 1&2,Role-Playing,,DC,Kool Kizz,Gust,,,,,,,,,2001.0
37051,Marie to Elie no Atelier: Salburg no Renkinjutsushi 1&2,Role-Playing,,PS2,Gust,Gust,,,,,,,,,2005.0
37052,"Marie, Elie & Anis no Atelier: Soyokaze kara no Dengon",Role-Playing,,GBA,Banpresto,Gust,,,,,,,,,2003.0
37053,Marine Sharpshooter 4: Locked and Loaded,Shooter,M,PC,Groove Games,Groove Games,,,,,,,,,2008.0
37054,Marine Tour,Misc,,3DO,Office Create,Office Create,,,,,,,,,1994.0
37055,Marine Wars,Action,,2600,Konami,Konami,,,,,,,,,1983.0
37056,Mario & Luigi: Superstar Saga,Misc,,WiiU,Nintendo,Unknown,,,,,,,,,2014.0
37057,Mario and Donkey Kong: Minis on the Move,Puzzle,,3DS,Nintendo,Nintendo Software Technology Corporation,,,,,,,,,2013.0
37058,Mario Andretti Racing,Racing,,GEN,EA Sports,Stormfront Studios,,,,,,,,,1994.0
37059,Mario Bros.,Platform,E,VC,Nintendo,Nintendo R&D1,,,,,,,,,2006.0
37060,Mario Bros.,Platform,,7800,Atari,Atari,,,,,,,,,1987.0
37061,Mario Bros.,Platform,,5200,Atari,Atari,,,,,,,,,1983.0
37062,Mario Calculator,Misc,,DSiW,Nintendo,Nintendo,6.0,,,,,,,,2009.0
37063,Mario Clash,Platform,E,VB,Nintendo,Nintendo R&D1,,,,,,,,,1995.0
37064,Mario Clock,Misc,E,DSiW,Nintendo,Nintendo,3.5,,,,,,,,2009.0
37065,Mario Golf,Sports,E,VC,Nintendo,Camelot Software Planning,,,,,,,,,2008.0
37066,Mario is Missing!,Misc,,SNES,Mindscape,Software Creations,,,,,,,,,1993.0
