housing_median_age,total_bedrooms,households,median_income,median_house_value
35,592,538,4.1667,271200
34,518,480,4.9355,336900
34,475,454,4.6852,296200
35,283,287,6.1873,312100
35,280,273,6.6277,344400
35,418,406,5.7083,329500
42,179,200,4.4821,271900
41,496,459,4.4083,217700
30,396,375,5.5362,301200
37,368,370,5.0862,261300
43,325,302,4.5759,209200
38,194,195,7.5582,263700
33,303,301,5.4306,326600
29,418,395,3.5707,341700
36,719,657,3.5174,268000
29,608,568,3.3287,273400
32,406,380,2.5463,2.00E+05
38,390,386,3.4148,234800
41,506,485,3.4531,263900
34,406,371,4.1523,252000
34,535,542,3.8068,267000
50,47,45,6.213,285000
51,280,295,5.3925,317900
48,294,296,3.399,306300
41,452,455,5.5756,309900
32,886,829,3.5777,245600
36,517,470,5.529,241300
34,1186,1150,7.2812,462200
47,345,310,3.6875,422000
43,280,276,6.207,457400
45,NA,339,8.1132,446600
32,2077,2017,8.1657,500001
36,204,210,3.215,331300
31,920,886,4.9297,4.00E+05
36,492,493,3.9777,409800
14,335,318,12.1579,500001
37,1005,937,3.5781,366700
24,1231,1178,8.1325,472700
25,74,75,5.9199,420500
49,267,266,6.6009,375700
31,881,862,6.8317,446100
31,582,547,5.1718,429100
26,522,483,3.1004,257100
40,370,372,5.3369,370400
40,591,546,3.3333,374300
52,284,274,9.5823,406200
52,297,286,6.6603,380400
52,385,371,4.9135,368100
52,292,275,5.1242,372900
24,1436,1371,2.5668,280000
20,1417,1337,3.8576,318600
17,769,656,3.1484,187500
19,857,811,3.1733,206300
20,885,870,3.7321,351100
48,280,269,5.5118,354700
15,1299,1175,2.9148,238700
45,360,349,3.6587,321200
52,433,440,5.5658,331200
52,NA,326,6.9135,374000
52,295,296,7.8383,500001
52,406,399,6.2976,498400
47,339,319,7.4046,446800
52,418,419,5.3185,358000
52,265,251,5.049,323500
50,336,309,6.884,365600
22,651,629,3.6354,256300
17,1066,993,2.3482,255400
52,305,311,4.325,292600
10,1075,987,3.6974,286600
31,338,332,3.7083,241900
42,107,107,4.3438,189800
12,682,611,2.9,208300
17,1169,1117,2.6016,222400
30,14,16,5.0056,162500
35,318,319,3.2083,238000
40,460,438,3.2321,243600
35,874,819,2.8342,256800
47,356,345,3.0114,255500
22,637,561,2.6729,217100
25,806,742,3.0199,220200
14,536,531,3.2171,230800
52,183,179,3.1397,253700
48,253,260,4.3438,252700
49,290,282,2.9491,257400
18,525,522,3.5417,177100
14,894,863,3,178600
6,945,846,2.8884,252300
18,756,675,2.8088,247500
52,162,160,6.9408,298800
20,658,607,3.3906,284100
45,271,263,3.1435,282600
15,1005,890,3.6875,209600
14,945,905,3.9054,2.00E+05
17,1605,1574,3.052,209800
19,1465,1332,2.5924,192900
31,338,331,2.8478,228100
32,444,422,2.2621,187500
20,1027,978,3.0441,193800
33,864,790,2.6268,201300
20,994,983,3.0206,219500
27,1021,935,2.1444,229000
19,716,680,3.0288,258300
25,844,803,2.9167,224300
28,554,512,2.462,254000
36,560,544,1.9125,238000
37,395,383,3.3636,257700
45,401,394,5.6921,269000
7,670,643,1.7301,202300
9,1488,1458,2.4421,222100
30,570,544,1.8929,196900
37,260,235,1.8235,275000
13,479,443,0.8185,187500
51,320,334,1.5417,268800
29,1222,1205,2.2614,248100
10,332,288,3.0074,175000
6,506,439,4.1083,210700
7,776,736,3.008,229000
25,1111,1005,2.6673,218100
37,470,451,2.5,207100
37,74,68,1.2188,218800
23,396,359,2.5388,205000
13,1131,1072,2.1602,221900
25,1856,1772,2.506,184500
22,773,754,2.5417,217500
45,439,430,4.0272,260500
52,88,89,2.125,243800
36,1025,912,2.2244,255900
21,265,246,2.4856,181300
27,1132,1100,7.1262,446200
31,489,480,6.981,402900
36,316,309,4.7885,302200
36,620,612,3.9041,320400
14,913,852,3.5083,280900
52,277,262,4.7986,326100
51,243,231,4.375,332400
27,1169,1077,3.7015,287900
52,468,466,4.9042,343500
36,263,278,5.0865,349600
36,346,342,6.9909,345300
36,136,135,4.9886,328900
36,337,311,3.9866,294400
43,254,248,3.6071,289000
43,418,433,4.3631,284600
41,682,621,3.0431,262900
41,393,375,2.875,192400
14,614,559,2.5267,231800
29,444,403,4.375,341200
37,249,240,4.1731,352100
37,331,315,3.0179,272500
42,149,150,3.0625,361700
37,119,122,3.3897,222700
23,1985,1924,3.1051,206500
13,1997,1872,3.0973,251900
37,115,111,3.0687,2.00E+05
5,1549,1405,3.3205,172100
11,890,851,3.1587,181300
13,1116,1078,2.0875,222700
49,41,38,3.0179,118800
44,389,340,3.4,212100
39,564,544,3.5875,250000
47,465,485,5.1008,247100
48,483,459,4.2396,245100
46,463,439,3.7344,222000
45,517,510,4.6898,226000
45,347,319,3.138,217000
48,165,176,3.1406,223100
45,315,316,3.7411,235500
49,377,367,3.8462,231300
48,385,362,5.6975,231400
43,252,255,2.6827,219900
47,343,334,4.1923,231200
45,633,599,3.24,226900
46,301,295,2.8125,229900
45,190,204,4.0313,209100
46,322,295,5.1814,209500
46,491,490,4.282,224700
46,379,360,3.3056,230400
44,613,570,3.5583,232000
47,170,171,2.0385,225000
42,326,329,4.4408,216000
46,240,239,4.0742,229100
45,290,289,3.875,226900
45,701,653,3.8668,232000
49,580,561,4.1161,232500
42,478,458,3.2015,250000
45,281,270,4.2212,293800
49,228,255,5.636,267900
44,375,365,2.473,251800
37,575,499,3.7941,247800
46,344,343,3.2125,247000
52,212,222,4.875,249500
44,391,353,3.6111,254500
46,294,246,3.692,244500
44,649,654,3.4286,247900
39,168,138,2.3667,17500
44,303,301,4.2679,331800
40,756,695,3.5637,497400
16,377,344,4.0893,450000
25,1763,1644,3.6486,246900
45,690,643,4.0648,258800
38,665,547,3.2112,349300
49,170,208,6.2547,366700
40,356,403,2.9306,279300
23,428,380,3.4016,234600
46,453,427,4.3173,278300
16,398,357,3.1551,205000
37,446,435,3.9464,315000
12,931,850,3.1823,218300
24,917,873,2.4074,219400
33,498,484,4.0223,146000
37,313,327,3.6023,161800
39,410,390,3.1212,153500
34,326,313,3.4821,160300
28,61,62,1.7062,164600
35,447,404,4.6864,193800
38,347,374,2.865,155500
38,298,293,3.6726,154600
50,265,269,3.2095,167000
27,280,267,2.3724,154200
32,382,342,2.0286,122900
30,401,401,3.1588,160100
30,228,226,2.3375,154200
32,146,143,1.7708,138800
46,11,13,2.875,162500
37,244,235,1.9688,144100
47,194,180,3.3687,151700
38,305,289,2.5147,137100
36,638,620,2.7155,149800
17,2370,2312,7.9068,349100
26,163,157,6.1731,293800
18,1161,1227,5.8819,260500
8,2274,2156,7.4837,358700
14,1253,1162,5.5423,248700
25,821,802,4.7969,211700
17,1164,1083,3.5603,174600
13,495,464,6.2456,161700
16,426,446,4.8125,224500
18,721,692,4.4722,215600
26,1153,1131,6.5253,349900
20,306,298,8.0683,451500
27,573,562,6.1321,309700
26,694,688,4.6937,198000
24,735,679,8.2827,451400
14,2005,1907,4.0393,156800
21,461,429,3.3942,212800
29,457,407,3.8365,184200
35,505,509,3.3043,155500
42,485,464,2.2442,166700
15,967,867,3.3654,222100
23,322,317,7.5112,355500
32,365,329,3.875,186700
33,718,720,4.0023,185500
35,429,429,6.1049,297200
35,248,221,4.9091,275000
33,363,359,6.2089,283400
37,415,401,5.4224,269500
36,667,634,3.1905,235300
30,586,559,2.9375,209200
31,318,303,4.3145,233000
30,1033,954,3.0448,192100
33,428,421,4.636,245500
40,280,256,2.588,209500
29,145,148,3.4107,170800
32,373,333,3.4219,194500
29,413,400,3.12,194300
26,528,545,5.27,209400
25,566,536,4.8304,228900
29,437,445,4.9844,203000
17,621,621,4.8894,191700
34,345,332,4.392,187600
25,1659,1627,4.5708,223000
13,2474,2397,7.7876,348900
23,1176,1112,4.8229,192600
21,808,746,3.6201,150400
19,399,389,3.8929,144600
18,1978,1923,4.075,231100
28,871,853,2.621,202200
32,516,478,3.7177,177200
26,344,339,3.5192,190500
16,1509,1486,4.2415,275700
15,770,695,4.4609,230000
22,954,938,3.9825,180500
50,494,459,2.8818,167200
28,414,389,3.75,180900
23,1381,1327,3.0735,212300
28,566,522,5.3637,214700
25,998,1019,4.3148,240700
26,604,498,2.6779,136000
29,488,532,3.5072,121900
21,2174,2036,3.2756,156800
20,1893,1859,5.6785,239500
26,894,885,6.2089,261800
41,130,123,2.2813,125000
52,152,126,1.875,212500
52,496,513,3.1477,291200
32,895,810,2.4952,181800
46,458,455,5.5,289700
37,NA,530,5.8891,226000
36,476,483,4.1739,158700
26,494,465,4.2639,154200
36,328,299,3.2566,151800
33,934,874,3.7958,152500
30,496,454,2.4375,112100
36,297,303,3.5313,117800
33,265,257,2.9063,115200
30,591,563,3.4871,136400
33,523,493,3.6359,135100
33,194,201,4.0368,139100
36,556,545,4.2143,146900
37,502,522,2.9388,139200
27,932,828,6.0434,214800
36,652,629,2.8661,124000
29,662,633,3.0638,113600
52,348,343,2.63,127300
51,394,388,2.3156,109800
48,247,218,2.8594,127200
33,486,472,1.9937,103600
47,108,86,1.9583,92600
27,629,591,1.9766,108000
18,772,765,3.9784,113500
25,491,478,2.2258,114800
33,333,301,3.7583,116300
34,192,183,3.7933,116100
33,272,300,2.4464,128700
39,590,550,3.9224,131300
5,1178,909,4.1118,125900
34,205,252,3.6298,108500
21,923,834,3.1641,117300
30,504,459,2.227,91900
36,819,782,1.9029,98000
35,339,312,1.6645,93300
36,1004,942,2.3859,116200
35,298,293,3.4398,134300
42,553,509,3.0294,135700
48,599,548,2.8983,129200
52,316,328,4.2415,140100
52,213,204,5.2269,161000
52,586,576,1.6006,146200
34,491,496,3.2481,128800
33,740,730,3.7321,134200
28,1069,954,3.8438,130800
34,725,759,4.1339,135000
32,654,569,1.9643,113200
34,108,119,3.1786,117800
51,115,112,1.4063,98800
33,489,467,2.3406,122600
33,261,269,2.2596,119400
36,243,233,2.8929,118100
28,771,694,2.0734,113300
30,317,302,2.625,94300
29,700,665,2.1354,110700
27,237,221,2.1141,110900
46,358,348,1.9718,110600
26,814,810,3.15,129700
42,378,348,3.0375,118100
33,464,451,3.7454,116400
27,440,449,3.0429,129600
27,809,754,3.4609,123300
22,636,602,3.125,113600
34,NA,328,2.8347,115800
36,448,447,3.4464,113000
26,402,377,5.6513,227900
10,2812,2666,6.3875,310700
25,643,637,6.2384,247600
8,5290,5050,6.0191,253900
16,1650,1534,5.0111,212900
23,591,522,5.0869,230600
12,1642,1554,4.9589,282100
5,2862,2777,6.4266,315600
26,117,114,6.8758,253800
14,2751,2676,6.2734,267000
26,557,593,6.1076,221200
11,3078,2890,7.0329,368300
7,4179,4072,6.6288,339700
19,937,943,5.9716,262100
16,NA,727,5.1762,264400
16,575,573,6.4333,271500
4,1544,1429,6.9754,402500
24,497,472,7.5286,462700
23,166,178,8.105,386200
32,101,95,11.1077,500001
31,349,343,7.5196,380900
33,716,764,5.6015,267200
21,882,768,3.8167,258700
22,944,884,4.51,189900
29,585,609,5.5496,218200
16,639,651,6.4667,263900
26,542,543,6.1498,239100
25,477,424,3.775,191700
31,327,317,3.6484,189600
32,621,604,4.2685,216600
36,320,332,5.5629,188300
36,191,200,5.2405,220000
33,800,796,3.2469,206900
29,790,728,3.5109,186000
23,490,466,3.5977,180600
29,197,196,5.0832,196900
15,1363,1267,3.875,173300
17,1624,1526,3.8465,180700
27,403,416,3.1133,180600
33,361,339,4.2454,183800
33,274,258,5.1708,158500
34,165,150,4.0417,178000
34,220,217,3.8571,174500
23,819,737,4.6556,199600
34,211,228,4.5234,192200
30,602,619,4.1411,182700
35,241,246,4.9239,168800
35,276,289,4.0938,165300
36,147,153,4.5221,151300
18,670,656,3.2383,157000
35,272,268,3.9934,141900
35,321,317,4.05,141300
27,535,498,3.6875,140200
37,255,249,4.2019,140100
25,654,623,2.8547,155600
36,351,364,4.1836,164300
34,386,385,4.1995,147400
25,856,752,2.6619,117600
32,391,358,2.6292,136100
5,316,311,1.5,139800
37,422,425,3.1597,133000
33,456,361,2.6629,124100
33,361,386,4.0529,138200
35,194,221,3.3322,151400
34,328,317,2.2132,138500
42,398,365,2.8643,132600
41,578,592,3.7846,145500
33,309,298,4.1944,149500
32,576,548,2.9459,144400
36,67,80,3.5385,134400
23,1316,1187,2.1667,142600
20,684,713,3.525,153000
24,695,645,3.2202,126200
31,254,244,3.3625,153400
18,28,26,3.0417,137500
11,527,531,3.5625,141000
31,369,347,3.4327,147200
15,888,823,3.0184,139400
28,106,108,2.9107,152500
32,616,595,2.564,145800
34,456,426,2.25,138500
35,360,373,2.4911,145900
35,207,191,2.8906,134800
8,480,447,3.0806,142400
30,474,481,3.3261,164100
32,709,670,3.7736,158400
20,496,468,3.2,157100
22,364,335,2.7802,162500
17,830,807,3.4784,152200
22,1209,1178,3.7727,159700
31,617,594,3.5,161300
27,761,762,4.1304,160500
29,448,432,3.1034,140800
35,904,846,3.2957,141600
33,316,338,2.9712,143900
26,277,276,4,160100
30,613,573,3.4427,160800
6,534,496,3.1621,131000
30,657,642,3.2266,141800
31,639,670,3.4032,143400
21,484,419,2.8375,166500
34,476,448,3.125,154100
18,324,331,2.851,140600
39,338,332,2.2679,151800
33,850,848,3.1912,159900
28,552,557,3.9741,173100
21,675,626,2.1062,176700
32,514,497,4.4653,195400
34,476,406,4.064,201200
35,417,418,4.87,187700
37,203,226,3.2969,189000
37,399,378,4.1172,176500
34,431,428,3.9861,163900
35,153,163,4.2062,161300
35,353,382,4.0167,165500
37,225,235,4.4625,154200
36,228,231,3.8705,191900
35,408,414,4.1312,185200
34,305,273,3.3977,188800
36,246,241,4.5078,187100
35,128,128,3.9583,206000
36,285,272,4.3947,197000
36,317,320,4.125,185800
33,452,445,3.6625,217100
35,266,262,3.5795,186900
36,251,245,4.2986,189600
35,323,305,3.5536,207000
35,311,323,5.7039,199400
28,722,718,3.2813,181100
20,1037,963,3.0441,185400
35,318,332,5.0123,165700
33,397,393,4.375,150500
31,653,616,3.7083,166000
35,478,501,4.25,166700
35,603,561,4.0052,160700
27,728,679,2.9437,180400
35,544,564,3.8304,175900
34,411,416,3.125,168600
35,475,483,4.5655,176600
34,272,266,4.125,220800
32,356,370,5.212,201200
37,280,206,2.4167,181300
35,330,319,2.3971,188900
37,394,375,3.4453,176700
39,333,335,4.3409,191800
30,1538,1449,2.7763,187800
35,335,356,3.5,215600
25,489,477,3.1949,207400
32,450,427,3.8837,200300
32,1251,1117,3.2943,204400
25,470,484,10.1248,428500
23,1124,1047,5.9254,491200
35,194,209,7.5,287200
33,290,275,5.4469,274700
33,209,192,5.6406,266200
35,261,271,3.9808,188600
35,294,280,3.055,172000
35,137,123,4.5179,218800
34,469,464,5.3664,268300
36,164,149,5.8519,249400
36,270,266,5.0897,189000
33,561,549,4.5594,204200
34,609,558,3.5547,197600
36,207,207,4.7708,191700
29,399,411,3.2122,195500
29,521,513,5.112,218300
35,NA,500,5.0758,211100
35,467,479,5.184,224900
37,262,259,5.4635,202100
35,183,187,3.9375,187500
36,221,244,4.1731,205100
32,623,565,4.2926,190700
38,22,20,9.7066,182500
28,688,647,3.4596,202800
34,227,249,5.8722,204800
32,662,622,4.0333,210200
34,422,447,3.6648,193900
36,209,213,5.3559,207300
25,404,363,3.3523,170800
37,260,272,3.2083,195200
32,415,411,4.6312,184800
35,529,485,4.6118,191700
34,381,365,4.4102,183200
31,462,457,2.067,167300
33,268,278,3.6563,162700
34,684,636,4.0469,166800
33,228,237,4.5417,160300
31,NA,497,3.2413,155500
36,407,398,4.0274,160700
35,426,416,3.7454,156900
35,317,306,3.7917,151100
33,422,371,2.8438,157600
36,160,201,3.1667,158000
36,206,216,3.5179,161400
34,495,465,2.8333,155700
33,315,313,4.1429,159800
34,537,498,3.4722,154600
32,295,324,4.119,163300
28,417,388,2.5192,157300
35,NA,403,3.4115,150400
35,331,312,3.9803,152600
33,326,319,3.7578,155800
35,159,179,2.7361,145700
35,263,268,4.6364,163100
36,270,284,3.0904,158600
35,276,253,4.375,156500
36,200,205,4.7679,153900
35,212,212,3.1591,148300
33,268,257,4.7955,158100
34,265,268,4.025,146900
32,388,380,3.7258,181900
34,324,324,3.7708,163500
36,354,334,3.5592,160200
34,274,257,3.8409,163000
34,304,300,3.3409,161200
31,539,521,3.494,154500
33,331,354,3.8864,158900
27,846,750,2.274,150800
35,289,268,3.83,149000
35,249,239,4.0521,151800
33,394,376,3.3389,157900
23,836,840,2.1863,157600
33,361,375,4.2266,153800
27,955,930,3.871,162900
19,258,228,3.875,135600
22,411,363,4.2578,144100
35,233,216,4.1118,157300
32,375,375,3.975,162400
35,306,308,3.9219,159500
35,399,403,3.8581,163100
30,446,431,4.7917,164500
23,1168,1109,4.9342,181000
30,239,253,4.8854,178100
15,2185,2081,4.5554,278300
33,76,75,7.6286,330400
15,1761,1691,4.6324,168800
36,419,448,4.6587,161900
16,1332,1299,4.7589,178200
21,1086,1087,3.6308,192100
23,955,930,3.6275,154100
27,381,352,3.7917,131100
27,472,494,3.9702,141400
17,1384,1229,3.2799,199300
15,2486,2497,5.0704,226200
22,NA,1251,3.8201,136200
35,634,615,3.375,127200
29,310,276,3.75,190600
33,124,83,2.375,133300
21,162,166,2.625,191100
18,1789,1707,3.443,171900
36,30,35,3.8125,136300
32,51,50,3.9375,187500
22,618,591,4.0324,211300
21,515,555,4.9271,209700
37,172,173,3.8125,138000
30,959,938,3.185,168300
27,1001,978,5.065,215400
25,1154,1121,5.257,226100
32,651,652,3.1979,183900
33,632,598,4.4653,193200
27,418,381,5.7057,262100
26,397,415,6.6988,382500
21,986,969,5.2405,302400
33,700,679,3.7459,152900
33,381,346,3.7083,165500
28,375,367,3.8319,179000
22,982,932,4.7332,289900
22,538,566,6.019,324900
26,455,457,7.0778,334300
27,346,333,6.2217,333500
18,1144,1107,6.9695,360400
34,468,449,4.1328,176300
33,952,914,4.4038,186700
34,540,522,4.5163,183800
10,2919,2714,6.1552,362500
15,2602,2552,5.6716,330400
18,1018,982,4.9932,284000
15,692,665,5.0142,269900
24,177,185,6.7978,325000
25,138,132,6.8492,332200
25,210,200,5.2852,297600
25,388,389,6.2517,311100
23,570,555,5.7268,300300
25,184,170,5.7407,302200
16,3079,3061,5.5469,265200
5,711,641,2.5125,184500
20,2283,2159,3.253,186700
23,1255,1124,5.4155,213200
52,318,276,1.9762,105800
52,9,16,0.4999,112500
4,506,369,1.4722,137500
27,108,97,1.7206,107500
37,92,103,2.1908,94600
44,135,117,2.0156,112500
52,6,7,1.625,67500
33,144,138,4.4821,220100
17,1089,1083,6.2654,273800
33,283,275,5.411,219400
13,710,759,4.5594,184500
33,440,353,3.038,137500
27,542,523,2.5275,151700
33,405,403,3.766,163900
9,207,194,3.9464,179600
15,964,877,2.6014,150300
33,348,329,3.1094,136000
42,127,138,3.4375,151700
24,388,352,3.0417,148000
33,473,469,3.4777,144500
37,309,290,4.0083,142900
29,460,448,3.6806,130500
33,472,437,6.4576,500001
35,848,813,4.9968,295000
42,156,157,6.101,311800
47,270,275,5.532,318500
38,432,437,6.5254,365000
40,696,674,4.2407,262000
52,227,206,4.8059,270600
48,673,648,4.275,256800
52,472,439,3.9125,265500
44,437,432,3.875,280800
32,548,528,9.4667,500001
36,239,253,6.6888,500001
43,283,267,4.1797,486800
44,426,372,3.6,307400
38,398,380,7.2419,410400
45,455,437,5.0482,388900
52,401,373,4.0385,265700
37,532,508,5.2865,455400
38,249,247,5.9582,350700
36,732,725,4.5625,376800
41,713,659,3.5694,278600
46,298,267,3.6705,286500
34,419,412,4.8214,362500
35,671,623,4.125,330000
36,218,225,7.1615,484700
39,366,338,9.8098,500001
32,665,622,8.2004,500001
37,226,226,15.0001,500001
39,295,303,8.9728,500001
40,918,845,3.6341,391500
42,379,360,7.0315,437300
40,379,387,8.4889,500001
44,250,243,4.7308,352200
22,643,588,4.645,276200
34,311,295,3.3621,377200
35,31,29,15.0001,500001
23,729,668,3.735,218300
28,2873,2731,3.292,227300
34,257,199,2.6316,252800
32,718,667,3.9464,273600
31,1117,1037,3.0727,242600
36,217,203,4.7159,365900
33,458,431,5.2329,430900
34,319,297,7.7307,429000
33,373,359,4.9583,445700
37,360,329,6.1536,366000
35,458,435,3.8029,414800
36,246,230,5.4555,395100
38,288,281,6.5784,408500
34,460,458,6.5722,437400
20,831,744,2.8352,161700
23,754,729,3.52,187300
31,1578,1524,3.5878,222800
44,611,596,3.1304,185600
43,633,617,2.5417,178300
32,1579,1459,3.2377,184100
27,1289,1192,3.6336,235200
30,NA,474,2.5625,153000
24,520,503,3.2841,167000
31,431,425,1.0548,178100
39,303,291,3.2723,166900
35,224,221,3.5481,158100
37,371,350,2.9605,129400
37,331,324,3.2857,130100
35,231,242,2.5395,139200
37,325,333,3.9219,175000
42,170,164,4.625,173800
38,671,640,4.0729,212300
43,207,198,4.5491,214800
32,332,340,3.94,278400
32,536,470,2.5114,212200
43,345,329,3.5625,211600
36,320,322,4.2132,212200
36,361,368,4.733,233700
36,80,83,1.9688,226000
39,280,261,4.625,219000
38,416,398,4.4236,233600
30,634,540,2.7857,201700
31,539,520,3.94,223900
